,title,price,address,township,car_boxes,rooms,bathroms,squareM,description
574,"renta de departamento en centro, cuauhtemoc id: 32433",17200.0,"revillagigedo centro, cuauhtemoc",cuauhtemoc,2.0,2.0,2.0,95.0, arr id hm 32433 no te pedimos aval y hacemos de tu vida algo maravilloso enterate de todos los beneficios al rentar con nosotros pago con tarjeta de credito debito tiendas de autoservicio o transferencia acumula puntos con tus tarjetas del banco asistencia e intermediacion con el propietario firma tu contrato online renta sin burocracia papeleos y mucho mas rapido departamento en renta ubicado en barrio centro i cerca de avenidas importantes de la ciudad y de transporte publico con una superficie total de 95m2 principales caracteristicas sala comedor 2 recamaras cocina 2 baños completos 2 estacionamientos area de lavado integrada elevador y vigilancia 24 h amenidades alberca gimnasio salon de usos multiples juegos infantiles area de asadores area de business cinema documentos para poder rentar con nosotros ine comprobante de ingresos y o recibos de nomina buro de credito aval mejor no una preocupacion y tramite menos no te pediremos aval importante se deben demostrar ingresos de 3 veces el valor de la renta se puede complementar renta hasta con 1 personas mas que vayan a vivir en la propiedad te invitamos a agendar una visita a esta propiedad esta puede ser presencial o via streaming desde la comodidad de tu hogar si tienes alguna duda solicita mas informacion desde los portales o contactanos comienza una nueva etapa en este departamento arr id hm 32433 
575,magnifico departamento en bosques de las lomas !!!!!!,65000.0,"tamarindos , bosques de la lomas bosques de las lomas, cuajimalpa de morelos",cuajimalpa,4.0,3.0,3.0,500.0, magnifico departamento en bosques de la lomas esta ubicado en el piso 15 son 3 recamaras con vestidores y baños completos cada una 1 estudio o 4ta recamara family room 1 2 baño de visitas closets de blancos closet de visitas sala comedor amplios e iluminados cocina equipada cto de servicio cto de lavanderia el edificio cuenta con 2 elevadores principales 1 elevador de servicio cuenta con 4 lugares de estacionamiento 1 bodega grande y 1 bodega chica vigilancia ya incluye mto ven y conocelo amenidades alberca gym 2 salones de fiestas y ludoteca 
576,departamento - del valle sur,21000.0,"del valle, benito juarez",benito juarez,0.0,2.0,2.0,100.0, 
577,"renta o venta departamento 3 recamaras, alberca, gym lomas chamizal, cuajimalpa",20000.0,"stim 120 lomas del chamizal, cuajimalpa de morelos",cuajimalpa,2.0,3.0,4.0,151.0, renta 20 000 4000 de cuota de mantenimiento contrato 1 año pago de poliza juridica venta 6 300 000 se escuchan ofertas departamento de 3 recamaras recien remodelado con pisos de porcelanato en sala comedor y muy iluminado de luz natural por sus grandes ventanales hermosa cocina abierta muy espaciosa con barra de antecomedor recamara principal con amplio closet y baño completo con doble lavabo dos recamaras con amplio closet en cada una y baño compartido medio baño para visitas cuarto de servicio y de lavado con baño completo bodega 2 lugares de estacionamiento guardias de seguridad las 24 horas ubicacion 2ª piso elevadores cerca de importantes vias de comunicacion a 300 mts de bosques de las lomas y de tecamachalco a 15 mins de plaza santa fe a 15 mins de la autopista contadero chamapa a 15 mins de lomas de chapultepec amenidades gimnasio con equipos profesionales para ejercicio muy completo squash alberca chapoteadero y canal de nado climatizados salas de vapor para damas y caballeros ludoteca para infantes salon de fiestas amplio con cocina integral y baños roofgarden con asadores baños y palapas requisitos pago del 50 de poliza juridica firma de contrato x minimo 1 año recibo de 3 meses de nomina foto ine 
578,amplio departamento en excelente ubicacion. (opcion de renta amueblado),18500.0,"granada, miguel hidalgo",miguel hidalgo,1.0,1.0,1.0,65.0, amplio departamento en excelente ubicacion 1 recamara baño completo bonitos acabados closet cocina integral con cubierta de granito refrigerador microondas lavasecadora persianas filtros y blackouts edificio pet friendly en pisos designados interesante opcion para profesionales estudiantes y familias grandes facilidades para la renta y magnifica opcion para extranjeros las imagenes mostradas son informativas los departamentos se entregan sin amueblado pero hay opcion de rentarse amueblado el desarrollo dispone de amenidades como terraza piso 19 con alberca y vistas panoramicas terraza con asadores party room lavanderia gym salon de juegos coffee lounge club room centro de negocios rack para bicicletas seguridad las 24hrs easybroker id eb ew5774 
579,bonito departamento en cuajimalpa (muy cerca de santa fe),15000.0,"cuajimalpa, cuajimalpa de morelos",cuajimalpa,1.0,2.0,2.0,75.0, deparatmento muy iluminado en planta baja ubicado en cuajimalpa cuenta con dos recamaras la principal con vestidor la segunda con closet 2 baños completos con cancel sala comedor cocina area de lavado persianas el departamento cuenta tambien con una terraza de 7m2 con vista al jardin interior 1 lugar de estacinamiento techado mas una bodega la renta es de 15 000 con mantenimiento del condominio incluido amenidades gimnasio jardines y salon de eventos con capacidad para 150 personas 
580,"renta de departamento en colina del sur, alvaro obregon id: 45569",9500.0,"avenida santa lucia colina del sur, alvaro obregon",alvaro obregon,1.0,2.0,2.0,84.0, arre id houm 45569 en houm hacemos todo mas facil y seguro estos son los beneficios de comprar con nosotros te ayudamos a conseguir financiamiento a traves de una asesoria personalizada mediacion y seguimiento de todo el proceso solo te preocupas de las firmas departamento en renta ubicado en colina del sur con una superficie total de 84 m2 ubicacion ideal para quienes trabajan al poniente de la ciudad principales caracteristicas de la propiedad 2 habitaciones 2 baños completos cocina integral sala comedor persianas area de lavado principales caracteristicas del edificio y amenidades vigilancia 1 estacionamiento bodega jaula de tendido encuentra el departamento ideal para ti comienza una nueva etapa con houm facil rapido contigo arre id houm 45569 
581,excelente departamento en renta a 5 min de cu 2 racamaras,7500.0,"pipizahua 57 pedregal de santo domingo, coyoacan",coyoacan,0.0,1.0,1.0,64.0, departamento disponible amueblado 65mts cocina intregal equipada refrigerador estufa y horno de microondas estancia sala y comedor 2 recamaras 1 cama matrimonial y 1 individual 1 baño completo lavadora area de lavado lavadora sin estacionamiento requisitos 1 renta 1 deposito comprobantes de ingresos 7 500mensuales pipizahua 57 pedregal de santo domingo coyoacan 04369 cdmx info jovanna muñoz 
582,departamento en renta de 3 recamaras en tizapan,15500.0,"fraternidad 79 la otra banda, alvaro obregon",alvaro obregon,1.0,3.0,2.0,90.0, excelente departamento de 3 recamaras amplia estancia muy iluminada un baño completo cocina abierta fpiso laminado en todo el departamento un lugar de estacionamiento jardines muy agradables juegos infantiles vigilancia 24hrs y ubicacion inmejorable entre av san jeronimo y eje 10 sur rio magdalena a 5 minutos de periferico y a un paso de paseo del pedregal magnifica opcion el precio incluye el mantenimiento 
583,departamento centrico en edificio catalogado ,15000.0,"centro, cuauhtemoc",cuauhtemoc,0.0,1.0,1.0,65.0, departamento interior en segundo piso interior muy iluminado de 1 recamara sala comedor cocina vigilancia 24 horas acabados de lujo sin estacionamiento la renta inlcuye mantenimiento 
584,departamento en la mejor ubicacion en renta polanco,70000.0,"polanco, miguel hidalgo",miguel hidalgo,2.0,3.0,3.0,200.0, departamento en la mejor ubicacion en renta polanco 70 000 200 m2 3 recamaras 3 baños 2 lugares de estacionamientos sala y comedor amplios e iluminados cocina cerrada con isla y electrodomesticos cuarto de servicio con baño area de lavanderia bodega 4x3 el edificio cuenta con roof garden comun y estacionamiento para visitas seguridad 24 7 ubicado en una de las mejores calles de polanco calle bonita tranquila y super segura cerca de todo citas e informes a whatsapp o por llamada al con lory sandoval 
585,rento departamento vallejo,6000.0,"calle 9 #84 ampliacion progreso nacional, gustavo a. madero",gustavo a. madero,0.0,2.0,1.0,55.0, bonito departamento en renta recien remodelado en ampliacion progreso nacional mide 55mts cuenta con amplia estancia sala comedor cocina abierta solo tiene tarja tiene 2 recamaras baño completo con cancel y cuarto de lavado con lavadero y boiler se aceptan mascotas pequeñas no tiene lugar de estacionamiento requisitos renta deposito fiador 
586,renta y estrena ph 3 recamaras y rood garden privado,21000.0,"tamaulipas 1352 santa lucia, alvaro obregon",alvaro obregon,2.0,3.0,2.0,250.0, estrena amplio ph con 3 amplias recamaras todas tienen balcon excelente condominio con areas verdes salon de eventos gym los espacios de areas vedes te encantaran a tan solo 5 minutos de centro de santa fe ideal para ti que trabajas en la zona 
587,departamento - bosques de las lomas,19500.0,"bosques de las lomas, cuajimalpa de morelos",cuajimalpa,0.0,2.0,2.0,132.0, se renta bonito departamento amplio e iluminado el departamento esta ubicado en un condominio con seguridad las 24 horas y control de acceso 2 elevadores cuenta con tiendas departamentales cerca y restaurantes tiene 2 remaras 2 baños cuarto de servicio la renta no incluye cuota de mantenimiento 
588,"estudio en renta, en ampliacion del gas, azcapotzalco",11000.0,"ampliacion del gas, azcapotzalco",azcapotzalco,0.0,2.0,1.0,60.0, departamento en renta 11 000 es de 60 m2 ubicado en piso 5 con elevador el precio incluye mantenimiento es en el conjunto 3 lagos fase 2 recien pintado listo para entrar cuenta de 2 recamaras con closets 1 baño completo cocina integral area de lavado estancia sala comedor tiene persianas en todas las ventanas y 1 lugar de estacionamiento techado el condominio cuenta con sport club con alberca jacuzzi alberca para niños salon de fiestas terraza gym y amplias areas verdes con juegos infantiles seguridad las 24 hrs y area para mascotas excelente ubicacion centrico centro medico la raza a 5 minutos centros comerciales sams escuelas trasporte publico todo al alcance notas la renta incluye mantenimiento aceptan mascota a consideracion del propietario es con poliza juridica de arrendamiento y fiador 
589,"bonito departamento tipo ""loft"" en excelente ubicacion. (opcion renta amueblado)",14500.0,"xoco, benito juarez",benito juarez,1.0,1.0,1.0,40.0, bonito departamento tipo loft en excelente ubicacion loft de 40m2 1 baño completo bonitos acabados closet cocina integral con cubierta de granito refrigerador y microondas persianas filtros y blackouts edificio pet friendly en pisos designados interesante opcion para profesionales estudiantes y familias grandes facilidades para la renta y magnifica opcion para extranjeros las imagenes mostradas son informativas los departamentos se entregan sin amueblado pero hay opcion de rentarse amueblado el desarrollo dispone de amenidades como terraza piso 18 con alberca y vistas panoramicas roof garden con asadores party room lavanderia gym salon de juegos coffee lounge club room centro de negocios rack para bicicletas seguridad las 24hrs easybroker id eb ec1889 
590,renta departamento en santa fe vasco de quiroga girault,60000.0,"santa fe cuajimalpa, cuajimalpa de morelos",cuajimalpa,3.0,3.0,3.0,340.0, 60 000 mensuales 340 mts 3 recamaras cada una con vestidor amplio y baño elevador al piso sala y comedor con terraza cocina con antecomedor piso alto elevador al piso vista hacia santa fe enfrente del centro comercial alberca techada y salon de fiestas acabados superiores easybroker id eb id2303 
591,renta loft  de 80 m2 en peninsula tower en av santa fe,22500.0,"santa fe cuajimalpa, cuajimalpa de morelos",cuajimalpa,1.0,1.0,1.0,80.0, espectacular loft ubicado en piso medio cuenta con estancia para sala y comedor medio baño de visitas cocina integral con estufa horno convencional campana triturador y lavavajillas calefaccion y aire acondicionado linea blanca completa 1 recamara bastante amplia con vestidor y baño 1 lugar de estacionamiento peninsula tower es el resultado de un plan integral de desarrollo urbano que alberga la zona de negocios mas importante del pais con acceso inmediato a la zona comercial de mayor prestigio y a pocos minutos de las mejores universidades colegios hospitales y hoteles ubicado en el poniente de la ciudad de mexico santa fe es sin duda una zona con alta plusvalia en donde puedes encontrar estilo arquitectura de vanguardia diseño y amenidades como ningun otro desarrollo en la zona alberca gym spa sauna vapor jacuzzi sky bar piso 51 salon de cine salon de yoga pilates kickboxing mantenimiento incluido easybroker id eb fa9872 
